title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	published.online	update.policy	language	short.container.title	isbn	archive	subtitle	archive_	na.
RELAÇÕES ENTRE SEDENTARISMO E MOBILIDADE COM E SEM DUPLA TAREFA EM IDOSOS USUÁRIOS DA ATENÇÃO BÁSICA EM SAÚDE	10.22456/2316-2171.96876	http://dx.doi.org/10.22456/2316-2171.96876	1517-2473	Estudos interdisciplinares sobre o envelhecimento	Cintia Sulino Gomes			2021	1709045405	1	0	0	0	1	0	0	0	1	0	3	1	TRUE	Cintia Sulino Gomes, Mariana Thays Carvalho, Vitoria Helena Maciel Coelho, Isabel Aparecida Porcatti de Walsh, Lislei Jorge Patrizzi Martins, Claudio Mardey Nogueira, Juliana Martins Pinto	1517-2473	0	NA	NA	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Safety of the effective radiation dose received during stroke hospitalization	10.1590/1677-5449.210142	http://dx.doi.org/10.1590/1677-5449.210142	1677-5449	Jornal Vascular Brasileiro	Gregório Platero Canton			2021	1641819712	0	0	0	0	1	0	1	0	1	0	6	1	TRUE	Gregório Platero Canton, Gustavo José Luvizutto, Pedro Tadao Hamamoto, Marcos Ferreira Minicucci, Gabriel Pinheiro Modolo, André Petean Trindade, Rodrigo Bazan, Juli Thomaz de Souza	1677-5449	0	1.3	0.189	B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Semi-automated data collection from electronic health records in a stroke unit in Brazil	10.1590/0004-282x-anp-2020-0558	http://dx.doi.org/10.1590/0004-282x-anp-2020-0558	0004-282X	Arquivos de Neuro-Psiquiatria	Raquel Franco Zambom Valêncio			2022	1653200687	0	0	0	0	6	0	6	0	6	0	44	5	TRUE	Raquel Franco Zambom Valêncio, Juli Thomaz de Souza, Fernanda Cristina Winckler, Gabriel Pinheiro Modolo, Natalia Cristina Ferreira, Silmeia Garcia Zanati Bazan, Marcos Christiano Lange, Carlos Clayton Macedo de Freitas, Sergio Alberto Rupp de Paiva, Rogério Carvalho de Oliveira, Gustavo José Luvizutto, Rodrigo Bazan	0004-282X	3	2.1	0.341	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Single and Serial Carbohydrate Mouth Rinsing Do Not Improve Yo-Yo Intermittent Recovery Test Performance in Soccer Players.	10.1123/ijsnem.2021-0174	http://dx.doi.org/10.1123/ijsnem.2021-0174	1526-484X	International Journal of Sport Nutrition	Rafaela Nehme			2021	1634988978	0	0	0	1	6	0	4	0	5	0	19	9	FALSE	Rafaela Nehme, Flávia M S de Branco, Públio F Vieira, Ana Vitória C Guimarães, Gederson K Gomes, Gabriela P Teixeira, Pedro H Rodrigues, Leonardo M de Castro Junior, Guilherme M Puga, Bryan Saunders, Erick P de Oliveira	1526-484X	3	7.8	0.763	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stimulus electrodiagnosis and motor and functional evaluations during ulnar nerve recovery	10.1590/bjpt-rbf.2014.0138	http://dx.doi.org/10.1590/bjpt-rbf.2014.0138	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Luciane F. R. M. Fernandes			2016	1626912000	0	0	0	0	1	0	0	0	1	1	58	3	TRUE	Luciane F. R. M. Fernandes, Nuno M. L. Oliveira, Danyelle C. S. Pelet, Agnes F. S. Cunha, Marco A. S. Grecco, Luciane A. P. S. Souza	0211-5638	5	0.4	0.138	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Task-Specific Tremor Quantification in a Clinical Setting for Parkinson’s Disease	10.1007/s40846-020-00576-x	http://dx.doi.org/10.1007/s40846-020-00576-x	1609-0985	Journal of Medical and Biological Engineering	Adriano de Oliveira Andrade			2020	1603301787	0	0	0	0	2	0	2	0	2	0	38	2	FALSE	Adriano de Oliveira Andrade, Ana Paula Sousa Paixão, Ariana Moura Cabral, Amanda Gomes Rabelo, Luiza Maire David Luiz, Valdeci Carlos Dionísio, Marcus Fraga Vieira, Janser Moura Pereira, Alice Rueda, Sridhar Krishnan, Adriano Alves Pereira	1609-0985	11	3.9	0.421	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
The Effects of Isoflavone Supplementation Plus Combined Exercise on Lipid Levels, and Inflammatory and Oxidative Stress Markers in Postmenopausal Women	10.3390/nu10040424	http://dx.doi.org/10.3390/nu10040424	2072-6643	Nutrients	Jéssica S. Giolo			2018	1525457834	0	0	0	0	1	0	1	0	1	0	183	1	TRUE	Jéssica S. Giolo, Juliene G. Costa, Jair P. da Cunha-Junior, Ana Cláudia A. M. Pajuaba, Ernesto A. Taketomi, Adriele V. de Souza, Douglas C. Caixeta, Leonardo G. Peixoto, Erick P. de Oliveira, Sarah Everman, Foued S. Espindola, Guilherme M. Puga	2072-6643	30	9.0	1.301	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
The Impact of Age on Mortality and Disability in Patients With Ischemic Stroke Who Underwent Cerebral Reperfusion Therapy: A Brazilian Cohort Study	10.3389/fnagi.2021.649902	http://dx.doi.org/10.3389/fnagi.2021.649902	1663-4365	Frontiers in Aging Neuroscience	Natália Eduarda Furlan			2021	1647361521	0	0	0	0	3	0	3	0	3	0	39	3	TRUE	Natália Eduarda Furlan, Gustavo José Luvizutto, Pedro Tadao Hamamoto Filho, Silméia Garcia Zanati Bazan, Gabriel Pinheiro Modolo, Natalia Cristina Ferreira, Luana Aparecida Miranda, Juli Thomaz de Souza, Fernanda Cristina Winckler, Edison Iglesias de Oliveira Vidal, Carlos Clayton Macedo de Freitas, Luis Cuadrado Martin, Rodrigo Bazan	1663-4365	11	5.2	1.173	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
The Proprioceptive Neuromuscular Facilitation Concept in Parkinson Disease: A Systematic Review and Meta-Analysis	10.1016/j.jcm.2020.07.003	http://dx.doi.org/10.1016/j.jcm.2020.07.003	1556-3707	Journal of chiropractic medicine (Print)	Iramaia Salomão Alexandre de Assis			2020	1614610113	0	0	0	0	3	0	2	0	2	0	86	2	TRUE	Iramaia Salomão Alexandre de Assis, Gustavo José Luvizutto, Ana Caroline Magrini Bruno, Luciane Aparecida Pascucci Sande de Souza	1556-3707	7	1.4	0.302	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
The Role of Transthoracic Echocardiography in the Evaluation of Patients With Ischemic Stroke	10.3389/fcvm.2021.710334	http://dx.doi.org/10.3389/fcvm.2021.710334	2297-055X	Frontiers in Cardiovascular Medicine	Robson Sarmento Teodoro			2021	1630078772	0	0	0	0	1	0	1	0	1	0	6	1	TRUE	Robson Sarmento Teodoro, Gisele Sampaio Silva, Gabriel Pinheiro Modolo, Stella De Angelis Trivellato, Juli Thomaz de Souza, Gustavo José Luvizutto, Hélio Rubens de Carvalho Nunes, Luis Cuadrado Martin, Rodrigo Bazan, Silméia Garcia Zanati Bazan	2297-055X	2	2.6	0.863	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Transcutaneous electrical nerve stimulation is superior than placebo and control for postoperative pain relief	10.2217/pmt-2019-0063	http://dx.doi.org/10.2217/pmt-2019-0063	1758-1869	Pain Management	Maraísa Rodrigues Borges			2020	1595070295	0	0	0	0	4	0	4	0	4	0	32	3	FALSE	Maraísa Rodrigues Borges, Nuno Miguel Lopes de Oliveira, Izabella Barberato Silva Antonelli, Maristella Borges Silva, Eduardo Crema, Luciane Fernanda Rodrigues Martinho Fernandes	1758-1869	9	2.9	0.478	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Translation, cross-cultural adaptation and validation of the Cincinnati prehospital stroke scale in Brazil	10.1590/0004-282x-anp-2020-0246	http://dx.doi.org/10.1590/0004-282x-anp-2020-0246	0004-282X	Arquivos de Neuro-Psiquiatria	Priscila Masquetto Vieira de Almeida			2021	1649684328	0	0	0	0	2	0	2	0	2	0	23	2	TRUE	Priscila Masquetto Vieira de Almeida, Rodrigo Bazan, Octávio Marques Pontes-Neto, César Minelli, José Eduardo Corrente, Gabriel Pinheiro Modolo, Gustavo José Luvizutto, Alessandro Lia Mondelli	0004-282X	1	2.1	0.341	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Translation, cross-cultural adaptation and validation of the Work Role Functioning Questionnaire 2.0 into Brazilian Portuguese in a general population	10.1186/s12955-022-01924-y	http://dx.doi.org/10.1186/s12955-022-01924-y	1477-7525	Health and Quality of Life Outcomes	Josane Soares Pinto Melo			2022	1645472065	0	0	0	0	1	0	1	0	1	0	14	1	TRUE	Josane Soares Pinto Melo, Almir Vieira Dibai-Filho, Adriana Sousa Rêgo, Daniel Santos Rocha, Isabel Aparecida Porcatti de Walsh, Rudys Rodolfo de Jesus Tavarez, Maria Claudia Gonçalves, Karen Larissa Brito Damasceno, Cid André Fidelis de Paula Gomes, Daniela Bassi-Dibai	1477-7525	2	5.6	1.14	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Use of artificial intelligence as an instrument of evaluation after stroke: a scoping review based on international classification of functioning, disability and health concept	10.1080/10749357.2021.1926149	http://dx.doi.org/10.1080/10749357.2021.1926149	1074-9357	Topics in Stroke Rehabilitation	Gustavo José Luvizutto			2021	1623991669	0	0	0	0	7	0	6	0	6	0	54	2	FALSE	Gustavo José Luvizutto, Gabrielly Fernanda Silva, Monalisa Resende Nascimento, Kelly Cristina Sousa Santos, Pablo Andrei Appelt, Eduardo de Moura Neto, Juli Thomaz de Souza, Fernanda Cristina Wincker, Luana Aparecida Miranda, Pedro Tadao Hamamoto Filho, Luciane Aparecida Pascucci Sande de Souza, Rafael Plana Simões, Edison Iglesias de Oliveira Vidal, Rodrigo Bazan	1074-9357	10	4.5	0.835	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Virtual Reality Immersion in Healthy Individuals: Ellipse Sway Area of an Electrical Shuttle Balance	10.1080/00222895.2020.1778623	http://dx.doi.org/10.1080/00222895.2020.1778623	0022-2895	Journal of Motor Behavior	Tarcísio Silva Coelho			2020	1593348703	0	0	0	0	1	0	1	0	1	0	16	1	FALSE	Tarcísio Silva Coelho, Eduardo de Moura Neto, Rodrigo Bazan, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	0022-2895	2	2.7	0.441	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wrist Rigidity Evaluation in Parkinson’s Disease: A Scoping Review	10.3390/healthcare10112178	http://dx.doi.org/10.3390/healthcare10112178	2227-9032	Healthcare	Camille Marques Alves			2022	1667419922	0	0	0	0	1	0	1	0	1	0	12	1	TRUE	Camille Marques Alves, Andressa Rastrelo Rezende, Isabela Alves Marques, Luanne Cardoso Mendes, Angela Abreu Rosa de Sá, Marcus Fraga Vieira, Edgard Afonso Lamounier Júnior, Adriano Alves Pereira, Fábio Henrique Monteiro Oliveira, Luciane Pascucci Sande de Souza, Guy Bourhis, Pierre Pino, Adriano de Oliveira Andrade, Yann Morère, Eduardo Lázaro Martins Naves	2227-9032	2	4.9	0.606	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A Importância da Monitoria Acadêmica na Disciplina de Fisioterapia Aplicada à Oncologia em Período Pandêmico: Um Relato de Experiência / The Importance of Academic Tutoring in the Discipline of Physiotherapy Applied to Oncology in a Pandemic Period: A Report of Experience	NA	http://dx.doi.org/10.34119/bjhrv4n6-441	NA	Brazilian Journal of Health Review	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thiago Ribeiro Diniz, Gabriel Vital Martins, Gabriel Ferreira Aleixo, Isabel Aparecida Porcatti de Walsh, Vitória Helena Maciel Coelho	2595-6825	0	NA	NA	B3	2022-01-04	2022-01-04	NA	10.34119/bjhrv4n6-441	2022-03-29	6	2021-12-28	30764	29102-29107	10.34119	South Florida Publishing LLC	1	Crossref	0	0	0	journal-article	4	2021-12-28	NA	NA	Braz. J. Hea. Rev.	NA	NA	NA	NA	NA
A utilização da abordagem familiar por residentes multiprofissionais em saúde: estudo de caso	NA	http://dx.doi.org/10.34019/1809-8363.2020.v23.16722	NA	Revista de APS	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kelly Karina Fiomari, Sabrina Silva Godoi, Ana Laura Campoi, Fernanda Carolina Camargo, Isabel Aparecida Porcatti de Walsh	1809-8363	0	NA	NA	B1	2021-09-23	2021-09-23	NA	10.34019/1809-8363.2020.v23.16722	2023-06-24	3	2021-06-23	19922	NA	10.34019	Universidade Federal de Juiz de Fora	1	Crossref	0	0	1	journal-article	23	2021-06-23	NA	NA	Revista de APS	NA	NA	NA	NA	NA
Abnormal findings on digital vectoelectronystagmography in patients with temporomandibular disorders	NA	http://dx.doi.org/10.1590/1982-0216/202123311420	NA	Revista CEFAC	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Adriana Tresso, Gustavo José Luvizutto, Rodrigo Bazan, Heloisa Helena Caovilla, Maurício Malavasi Ganança	1982-0216,1516-1846	0	NA	NA	B1	2021-02-09	2021-02-17	NA	10.1590/1982-0216/202123311420	2022-03-31	3	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	25	25	0	journal-article	23	2021	NA	NA	Rev. CEFAC	NA	NA	NA	NA	NA
Acute Effects of a Haptic Anchor System on Postural Sway of Individuals with Parkinson’s Disease: A Preliminary Study	NA	http://dx.doi.org/10.1177/00315125221121184	NA	Perceptual and Motor Skills	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thanielle S. S. Brito, Luciane A. P. S. de Souza, Gustavo J. Luvizutto	0031-5125,1558-688X	0	2.8	0.557	B1	2022-08-23	2023-02-27	2022-12	10.1177/00315125221121184	2024-06-15	6	2022-08-22	179	1775-1789	10.1177	SAGE Publications	1	Crossref	49	49	1	journal-article	129	2022-08-22	http://dx.doi.org/10.1177/sage-journals-update-policy	en	Percept Mot Skills	NA	NA	NA	NA	NA
Additional acute effects of virtual reality head-mounted displays on balance outcomes in non-disabled individuals: a proof-of-concept study	NA	http://dx.doi.org/10.1590/s1980-657420220006721	NA	Motriz: Revista de Educação Física	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eduardo de Moura Neto, Bruno Henrique de Souza Fonseca, Danilo Santos Rocha, Luciane Aparecida Pascucci Sande de Souza, Douglas Reis Abdalla, Dayane Aparecida Viana, Gustavo José Luvizutto	1980-6574	0	NA	0.199	B1	2021-12-03	2021-12-03	NA	10.1590/s1980-657420220006721	2022-03-31	NA	2022	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	31	31	0	journal-article	28	2022	NA	NA	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA
Alpha and beta cortical activity during guitar playing: task complexity and audiovisual stimulus analysis	NA	http://dx.doi.org/10.1080/08990220.2020.1784130	NA	Somatosensory &amp; Motor Research	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	José Artur Aragão Leite, Mateus Antônio Cândido dos Santos, Rafael Mariano Camilo da Silva, Adriano de Oliveira Andrade, Gustavo Moreira da Silva, Rodrigo Bazan, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	0899-0220,1369-1651	0	NA	NA	B2	2020-06-29	2021-05-10	2020-10-01	10.1080/08990220.2020.1784130	2022-04-05	4	2020-06-29	301	245-251	10.1080	Informa UK Limited	1	Crossref	52	52	2	journal-article	37	2020-06-29	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Somatosensory &amp; Motor Research	NA	NA	NA	NA	NA
Anais do V Congresso Brasileiro de Eletromiografia e Cinesiologia e X Simpósio de Engenharia Biomédica	NA	http://dx.doi.org/10.29327/cobecseb	NA	NA	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 	NA	0	NA	NA	NA	2018-01-22	2018-04-09	2018	10.29327/cobecseb	2022-04-05	NA	2018	11875	NA	10.29327	Even3	1	Crossref	0	0	0	proceedings	NA	NA	NA	NA	NA	9788557220652	NA	NA	NA	NA
Análise do conhecimento de jovens acerca da relação entre a infecção pelo papilomavírus humano e o câncer orofaríngeo	NA	http://dx.doi.org/10.33448/rsd-v10i16.23657	NA	Research, Society and Development	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maria Laura Alves Silva, Agnaldo Chikitani Fujimura Junior, Marquenia Cintra Laquiz Silva, Laís Manzan Florencio, Kethelim da Silva Lacerda Silvani, Paulo Henrique do Prado Almeida, Michel Reis Abdalla, Eduardo Elias Vieira de Carvalho, George Kemil Abdalla, Ana Karina Marques Salge, Emanuella Francisco Fajardo, Douglas Reis Abdalla	2525-3409	0	NA	NA	C	2021-12-16	2021-12-16	NA	10.33448/rsd-v10i16.23657	2022-04-05	16	2021-12-15	19099	e409101623657	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	10	2021-12-15	NA	NA	RSD	NA	NA	NA	NA	NA
Análise eletromiográfica durante exercícios de propriocepção de tornozelo em apoio unipodal	NA	http://dx.doi.org/10.5585/conssaude.v16n1.6969	NA	ConScientiae Saúde	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eduardo Henrique Pereira Rodrigues, Dernival Bertoncello	1983-9324,1677-1028	0	NA	NA	B2	2017-08-10	2024-05-09	NA	10.5585/conssaude.v16n1.6969	2024-05-10	1	2017-06-14	3664	73-81	10.5585	University Nove de Julho	1	Crossref	0	0	0	journal-article	16	2017-06-14	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Analysis of Verticality Perception in Older Adults With and Without Acute Stroke in Half-Lying Versus Sitting Positions	NA	http://dx.doi.org/10.1177/00315125221091344	NA	Perceptual and Motor Skills	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lívia S. Agostini, Priscila S. M. Rodrigues, Rodrigo Bazan, Jussara A. de Oliveira Baggio, Luciane A. P. S. de Souza, Gustavo J. Luvizutto	0031-5125,1558-688X	0	2.8	0.557	B1	2022-05-05	2023-04-25	2022-06	10.1177/00315125221091344	2024-04-29	3	2022-05-05	179	591-605	10.1177	SAGE Publications	1	Crossref	39	39	1	journal-article	129	2022-05-05	http://dx.doi.org/10.1177/sage-journals-update-policy	en	Percept Mot Skills	NA	NA	NA	NA	NA
Antioxidant Responses in Hypertensive Postmenopausal Women after Acute Beetroot Juice Ingestion and Aerobic Exercise: Double Blind and Placebo-Controlled Crossover Trial	NA	http://dx.doi.org/10.1155/2021/5579864	NA	Oxidative Medicine and Cellular Longevity	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Luiza Amaral, Igor Moraes Mariano, Victor Hugo V. Carrijo, Tállita Cristina F. de Souza, Adriele V. de Souza, Douglas C. Caixeta, Renata R. Teixeira, Erick P. de Oliveira, Foued S. Espindola, Guilherme Morais Puga	1942-0994,1942-0900	0	10.1	1.477	A2	2021-04-14	2021-04-14	2021-04-14	10.1155/2021/5579864	2022-03-31	NA	2021-04-14	98	1-9	10.1155	Hindawi Limited	1	Crossref	59	59	1	journal-article	2021	NA	NA	en	Oxidative Medicine and Cellular Longevity	NA	NA	NA	NA	NA
Application of Motor Development Scale: an integrative review	NA	http://dx.doi.org/10.1590/1982-0216/20192149918	NA	Revista CEFAC	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maria Cecilia Souza Santos, Suraya Gomes Novais Shimano, Larissa Giovanna de Oliveira Araújo, Karina Pereira	1982-0216,1516-1846	0	NA	NA	B1	2019-07-02	2021-01-09	NA	10.1590/1982-0216/20192149918	2023-06-21	4	2019	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	38	38	1	journal-article	21	2019	NA	NA	Rev. CEFAC	NA	NA	NA	NA	NA
Arranjos de Moradia de Idosos: Associação com Indicadores Sociodemográficos e de Saúde	NA	http://dx.doi.org/10.5020/23590777.rs.v20iesp1.e8873	NA	Revista Subjetividades	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dóris Firmino Rabelo, Nara Maria Forte Diogo Rocha, Juliana Martins Pinto	2359-0777,2359-0769	0	NA	NA	A3	2020-08-21	2023-03-10	NA	10.5020/23590777.rs.v20iesp1.e8873	2023-03-11	Esp1	2020-05-20	2931	NA	10.5020	Fundacao Edson Queiroz	1	Crossref	0	0	0	journal-article	20	2020-05-20	NA	NA	Rev. Subj.	NA	NA	NA	NA	NA
Aspectos sociodemográficos e transtorno mental comum em mulheres de um município mineiro	NA	http://dx.doi.org/10.18554/refacs.v8i3.4559	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Patricia Ribeiro Marcacine, Anna Neri Batista da Silva, Jayne Da Silva Pereira, Hugo Duarte, Lourdes Auxiliadora De Oliveira, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-05-25	2020-05-25	NA	10.18554/refacs.v8i3.4559	2022-04-03	3	2020-05-24	7811	427	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-05-24	NA	NA	REFACS	NA	NA	NA	NA	NA
Association between statin use and mortality risks during the acute phase of ischemic stroke in patients admitted to an intensive care unit	NA	http://dx.doi.org/10.1590/0004-282x20190172	NA	Arquivos de Neuro-Psiquiatria	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Natalia Eduarda FURLAN, Juli Thomaz de SOUZA, Silméia Garcia Zanati BAZAN, Roberto Jorge da Silva FRANCO, Gustavo José LUVIZUTTO, Ana Lúcia GUT, Gabriel Pinheiro MODOLO, Fernanda Cristina WINCKLER, Luis Cuadrado MARTIN, Rodrigo BAZAN	1678-4227,0004-282X	0	2.1	0.341	B2	2020-03-17	2021-01-23	NA	10.1590/0004-282x20190172	2022-04-01	3	2020-03	530	158-162	10.1590	FapUNIFESP (SciELO)	1	Crossref	16	16	1	journal-article	78	2020-03	NA	NA	Arq. Neuro-Psiquiatr.	NA	NA	NA	NA	NA
Association between the Rosén and Lundborg Score and the Screening Activity Limitation and Safety Awareness scale in hand functional evaluation of patients with leprosy diagnosis	NA	http://dx.doi.org/10.1080/09638288.2018.1432708	NA	Disability and Rehabilitation	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bianca Manzan Reis, Luciane Fernanda Rodrigues Martinho Fernandes	0963-8288,1464-5165	0	4.4	0.796	A1	2018-01-31	2023-08-31	2019-06-19	10.1080/09638288.2018.1432708	2023-12-22	13	2018-01-30	301	1578-1583	10.1080	Informa UK Limited	1	Crossref	37	37	2	journal-article	41	2018-01-30	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Disability and Rehabilitation	NA	NA	NA	NA	NA
Association of Proinflammatory Cytokine Levels with Stroke Severity, Infarct Size, and Muscle Strength in the Acute Phase of Stroke	NA	http://dx.doi.org/10.1016/j.jstrokecerebrovasdis.2021.106187	NA	Journal of Stroke and Cerebrovascular Diseases	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Carolina Silva Bitencourt, Rodolfo Pessato Timóteo, Rodrigo Bazan, Marcos Vinícius Silva, Luiz Gonzaga da Silveira Filho, Cristhianne Molinero Andrade Ratkevicius, Thaís Soares Farnesi de Assunção, Ana Paula Silva de Oliveira, Gustavo José Luvizutto	1052-3057	0	4.3	0.678	A4	2021-11-06	2023-03-25	2022-01	10.1016/j.jstrokecerebrovasdis.2021.106187	2024-05-22	1	2022-01	78	106187	10.1016	Elsevier BV	1	Crossref	54	54	4	journal-article	31	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Stroke and Cerebrovascular Diseases	NA	NA	NA	NA	NA
Atividades grupais para trabalhadores com distúrbios osteomusculares relacionados ao trabalho: relato de experiência	NA	http://dx.doi.org/10.18554/refacs.v8i2.4335	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alline Alves de Sousa, Thais De Souza Toledo, Edneia De Oliveira Salum, Jéssica Carvalho Lima, Patricia Ribeiro Marcacine, Camila Soares, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4335	2024-01-16	2	2020-03-03	7811	317	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	1	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
